omega,productivity,predictability,growth_rate,gini,in_window
3.860000000000000098e-01,1.422445365266035822e+00,3.577864376269048741e-01,3.122805598287297507e-03,4.498244478629838117e-01,0.000000000000000000e+00
3.880000000000000115e-01,1.430328652506096754e+00,3.617864376269048776e-01,3.138985938174796483e-03,4.511188750539837367e-01,0.000000000000000000e+00
3.900000000000000133e-01,1.438230840946096212e+00,3.657864376269048812e-01,3.155166278062295458e-03,4.524133022449836616e-01,0.000000000000000000e+00
3.920000000000000151e-01,1.446152275005769816e+00,3.697864376269048847e-01,3.171346617949794434e-03,4.537077294359835866e-01,0.000000000000000000e+00
3.940000000000000169e-01,1.454093303651649016e+00,3.737864376269048883e-01,3.187526957837293409e-03,4.550021566269835116e-01,0.000000000000000000e+00
3.960000000000000187e-01,1.462054280472338874e+00,3.777864376269048918e-01,3.203707297724792385e-03,4.562965838179833811e-01,0.000000000000000000e+00
3.980000000000000204e-01,1.470035563755295982e+00,3.817864376269048954e-01,3.219887637612291360e-03,4.575910110089833616e-01,0.000000000000000000e+00
4.000000000000000222e-01,1.478037516565142706e+00,3.857864376269048989e-01,3.236067977499790336e-03,4.588854381999832310e-01,0.000000000000000000e+00
4.020000000000000240e-01,1.486060506823553728e+00,3.897864376269049025e-01,3.252248317387289311e-03,4.601798653909831560e-01,0.000000000000000000e+00
4.040000000000000258e-01,1.494104907390749304e+00,3.937864376269049060e-01,3.268428657274788287e-03,4.614742925819830810e-01,0.000000000000000000e+00
4.060000000000000275e-01,1.502171096148636753e+00,3.977864376269049096e-01,3.284608997162287262e-03,4.627687197729830060e-01,0.000000000000000000e+00
4.080000000000000293e-01,1.510259456085634833e+00,4.017864376269049131e-01,3.300789337049785804e-03,4.640631469639828754e-01,0.000000000000000000e+00
4.100000000000000311e-01,1.518370375383226278e+00,4.057864376269049167e-01,3.316969676937284780e-03,4.653575741549828004e-01,0.000000000000000000e+00
4.120000000000000329e-01,1.526504247504274048e+00,4.097864376269049203e-01,3.333150016824784189e-03,4.666520013459827254e-01,0.000000000000000000e+00
4.140000000000000346e-01,1.534661471283147893e+00,4.137864376269049238e-01,3.349330356712282731e-03,4.679464285369826504e-01,0.000000000000000000e+00
4.160000000000000364e-01,1.542842451017703009e+00,4.177864376269049274e-01,3.365510696599781706e-03,4.692408557279825754e-01,0.000000000000000000e+00
4.179999999999999827e-01,1.551047596563151165e+00,4.217864376269048199e-01,3.381691036487280682e-03,4.705352829189824448e-01,0.000000000000000000e+00
4.199999999999999845e-01,1.559277323427882500e+00,4.257864376269048234e-01,3.397871376374779224e-03,4.718297101099823698e-01,0.000000000000000000e+00
4.219999999999999862e-01,1.567532052871265735e+00,4.297864376269048270e-01,3.414051716262278633e-03,4.731241373009822948e-01,0.000000000000000000e+00
4.239999999999999880e-01,1.575812212003495416e+00,4.337864376269048305e-01,3.430232056149777609e-03,4.744185644919822198e-01,0.000000000000000000e+00
4.259999999999999898e-01,1.584118233887521487e+00,4.377864376269048341e-01,3.446412396037276150e-03,4.757129916829820893e-01,0.000000000000000000e+00
4.279999999999999916e-01,1.592450557643117381e+00,4.417864376269048376e-01,3.462592735924775560e-03,4.770074188739820698e-01,0.000000000000000000e+00
4.299999999999999933e-01,1.600809628553142350e+00,4.457864376269048412e-01,3.478773075812274101e-03,4.783018460649819392e-01,0.000000000000000000e+00
4.319999999999999951e-01,1.609195898172044004e+00,4.497864376269048448e-01,3.494953415699773077e-03,4.795962732559818642e-01,0.000000000000000000e+00
4.339999999999999969e-01,1.617609824436666122e+00,4.537864376269048483e-01,3.511133755587272486e-03,4.808907004469817892e-01,0.000000000000000000e+00
4.359999999999999987e-01,1.626051871779409685e+00,4.577864376269048519e-01,3.527314095474771028e-03,4.821851276379817142e-01,0.000000000000000000e+00
4.380000000000000004e-01,1.634522511243813314e+00,4.617864376269048554e-01,3.543494435362270004e-03,4.834795548289816391e-01,0.000000000000000000e+00
4.400000000000000022e-01,1.643022220602609273e+00,4.657864376269048590e-01,3.559674775249769413e-03,4.847739820199815641e-01,0.000000000000000000e+00
4.420000000000000040e-01,1.651551484478317677e+00,4.697864376269048625e-01,3.575855115137267955e-03,4.860684092109814891e-01,0.000000000000000000e+00
4.440000000000000058e-01,1.660110794466445050e+00,4.737864376269048661e-01,3.592035455024766930e-03,4.873628364019813586e-01,0.000000000000000000e+00
4.460000000000000075e-01,1.668700649261349422e+00,4.777864376269048696e-01,3.608215794912265906e-03,4.886572635929812836e-01,0.000000000000000000e+00
4.480000000000000093e-01,1.677321554784843682e+00,4.817864376269048732e-01,3.624396134799764881e-03,4.899516907839812085e-01,0.000000000000000000e+00
4.500000000000000111e-01,1.685974024317603570e+00,4.857864376269048767e-01,3.640576474687263857e-03,4.912461179749811335e-01,0.000000000000000000e+00
4.520000000000000129e-01,1.694658578633452928e+00,4.897864376269048803e-01,3.656756814574762399e-03,4.925405451659810030e-01,0.000000000000000000e+00
4.540000000000000147e-01,1.703375746136601698e+00,4.937864376269048838e-01,3.672937154462261808e-03,4.938349723569809835e-01,0.000000000000000000e+00
4.560000000000000164e-01,1.712126063001909504e+00,4.977864376269048874e-01,3.689117494349760783e-03,4.951293995479808530e-01,0.000000000000000000e+00
4.580000000000000182e-01,1.720910073318256739e+00,5.017864376269048909e-01,3.705297834237259325e-03,4.964238267389807779e-01,0.000000000000000000e+00
4.600000000000000200e-01,1.729728329235099116e+00,5.057864376269048945e-01,3.721478174124758734e-03,4.977182539299807029e-01,0.000000000000000000e+00
4.620000000000000218e-01,1.738581391112293595e+00,5.097864376269048980e-01,3.737658514012257710e-03,4.990126811209806279e-01,0.000000000000000000e+00
4.640000000000000235e-01,1.747469827673276743e+00,5.137864376269049016e-01,3.753838853899756252e-03,5.003071083119805529e-01,0.000000000000000000e+00
4.660000000000000253e-01,1.756394216161687005e+00,5.177864376269049052e-01,3.770019193787255661e-03,5.016015355029804779e-01,0.000000000000000000e+00
4.680000000000000271e-01,1.765355142501517705e+00,5.217864376269049087e-01,3.786199533674754637e-03,5.028959626939804028e-01,0.000000000000000000e+00
4.700000000000000289e-01,1.774353201460897811e+00,5.257864376269049123e-01,3.802379873562253178e-03,5.041903898849802168e-01,0.000000000000000000e+00
4.720000000000000306e-01,1.783388996819595507e+00,5.297864376269049158e-01,3.818560213449752588e-03,5.054848170759802528e-01,0.000000000000000000e+00
4.740000000000000324e-01,1.792463141540340255e+00,5.337864376269049194e-01,3.834740553337251563e-03,5.067792442669800668e-01,0.000000000000000000e+00
4.760000000000000342e-01,1.801576257944071724e+00,5.377864376269049229e-01,3.850920893224750105e-03,5.080736714579801028e-01,0.000000000000000000e+00
4.780000000000000360e-01,1.810728977889215274e+00,5.417864376269049265e-01,3.867101233112249514e-03,5.093680986489799167e-01,0.000000000000000000e+00
4.799999999999999822e-01,1.819921942955094130e+00,5.457864376269048190e-01,3.883281572999747622e-03,5.106625258399798417e-01,0.000000000000000000e+00
4.819999999999999840e-01,1.829155804629593929e+00,5.497864376269048226e-01,3.899461912887247032e-03,5.119569530309797667e-01,0.000000000000000000e+00
4.839999999999999858e-01,1.838431224501186900e+00,5.537864376269048261e-01,3.915642252774746007e-03,5.132513802219796917e-01,0.000000000000000000e+00
4.859999999999999876e-01,1.847748874455442003e+00,5.577864376269048297e-01,3.931822592662244549e-03,5.145458074129796167e-01,0.000000000000000000e+00
4.879999999999999893e-01,1.857109436876140718e+00,5.617864376269048332e-01,3.948002932549743091e-03,5.158402346039794306e-01,0.000000000000000000e+00
4.899999999999999911e-01,1.866513604851123276e+00,5.657864376269048368e-01,3.964183272437242500e-03,5.171346617949794666e-01,0.000000000000000000e+00
4.919999999999999929e-01,1.875962082382999441e+00,5.697864376269048403e-01,3.980363612324741909e-03,5.184290889859792806e-01,0.000000000000000000e+00
4.939999999999999947e-01,1.885455584604854851e+00,5.737864376269048439e-01,3.996543952212240451e-03,5.197235161769793166e-01,0.000000000000000000e+00
4.959999999999999964e-01,1.894994838001094362e+00,5.777864376269048474e-01,4.012724292099739860e-03,5.210179433679791305e-01,0.000000000000000000e+00
4.979999999999999982e-01,1.904580580633562725e+00,5.817864376269048510e-01,4.028904631987238402e-03,5.223123705589791665e-01,0.000000000000000000e+00
5.000000000000000000e-01,1.914213562373094923e+00,5.857864376269048545e-01,4.045084971874736944e-03,5.236067977499789805e-01,0.000000000000000000e+00
5.020000000000000018e-01,1.923894545136643819e+00,5.897864376269048581e-01,4.061265311762236353e-03,5.249012249409790165e-01,0.000000000000000000e+00
5.040000000000000036e-01,1.933624303130144328e+00,5.937864376269048616e-01,4.077445651649735762e-03,5.261956521319788305e-01,0.000000000000000000e+00
5.060000000000000053e-01,1.943403623097280652e+00,5.977864376269048652e-01,4.093625991537234304e-03,5.274900793229787554e-01,0.000000000000000000e+00
5.080000000000000071e-01,1.953233304574316653e+00,6.017864376269048687e-01,4.109806331424733714e-03,5.287845065139786804e-01,0.000000000000000000e+00
5.100000000000000089e-01,1.963114160151169241e+00,6.057864376269048723e-01,4.125986671312232255e-03,5.300789337049786054e-01,0.000000000000000000e+00
5.120000000000000107e-01,1.973047015738901511e+00,6.097864376269048758e-01,4.142167011199730797e-03,5.313733608959785304e-01,0.000000000000000000e+00
5.140000000000000124e-01,1.983032710843821489e+00,6.137864376269048794e-01,4.158347351087230206e-03,5.326677880869784554e-01,0.000000000000000000e+00
5.160000000000000142e-01,1.993072098848373219e+00,6.177864376269048829e-01,4.174527690974729616e-03,5.339622152779783804e-01,0.000000000000000000e+00
5.180000000000000160e-01,2.003166047299024477e+00,6.217864376269048865e-01,4.190708030862228158e-03,5.352566424689781943e-01,0.000000000000000000e+00
5.200000000000000178e-01,2.013315438201352503e+00,6.257864376269048901e-01,4.206888370749727567e-03,5.365510696599782303e-01,0.000000000000000000e+00
5.220000000000000195e-01,2.023521168322532038e+00,6.297864376269048936e-01,4.223068710637226109e-03,5.378454968509780443e-01,0.000000000000000000e+00
5.240000000000000213e-01,2.033784149501457250e+00,6.337864376269048972e-01,4.239249050524724650e-03,5.391399240419780803e-01,0.000000000000000000e+00
5.260000000000000231e-01,2.044105308966706946e+00,6.377864376269049007e-01,4.255429390412224060e-03,5.404343512329778942e-01,0.000000000000000000e+00
5.280000000000000249e-01,2.054485589662598866e+00,6.417864376269049043e-01,4.271609730299723469e-03,5.417287784239779302e-01,0.000000000000000000e+00
5.300000000000000266e-01,2.064925950583565761e+00,6.457864376269049078e-01,4.287790070187222011e-03,5.430232056149777442e-01,0.000000000000000000e+00
5.320000000000000284e-01,2.075427367117109956e+00,6.497864376269049114e-01,4.303970410074721420e-03,5.443176328059777802e-01,0.000000000000000000e+00
5.340000000000000302e-01,2.085990831395581502e+00,6.537864376269049149e-01,4.320150749962219962e-03,5.456120599969775942e-01,0.000000000000000000e+00
5.360000000000000320e-01,2.096617352657061506e+00,6.577864376269049185e-01,4.336331089849718504e-03,5.469064871879775191e-01,0.000000000000000000e+00
5.380000000000000338e-01,2.107307957615614846e+00,6.617864376269049220e-01,4.352511429737217913e-03,5.482009143789774441e-01,0.000000000000000000e+00
5.400000000000000355e-01,2.118063690841204050e+00,6.657864376269049256e-01,4.368691769624717322e-03,5.494953415699773691e-01,0.000000000000000000e+00
5.420000000000000373e-01,2.128885615149552990e+00,6.697864376269049291e-01,4.384872109512215864e-03,5.507897687609772941e-01,0.000000000000000000e+00
5.440000000000000391e-01,2.139774812002278370e+00,6.737864376269049327e-01,4.401052449399715273e-03,5.520841959519772191e-01,0.000000000000000000e+00
5.460000000000000409e-01,2.150732381917587421e+00,6.777864376269049362e-01,4.417232789287213815e-03,5.533786231429771441e-01,0.000000000000000000e+00
5.480000000000000426e-01,2.161759444891885984e+00,6.817864376269049398e-01,4.433413129174712357e-03,5.546730503339769580e-01,0.000000000000000000e+00
5.500000000000000444e-01,2.172857140832626932e+00,6.857864376269049433e-01,4.449593469062211766e-03,5.559674775249769940e-01,0.000000000000000000e+00
5.520000000000000462e-01,2.184026630002754210e+00,6.897864376269049469e-01,4.465773808949711175e-03,5.572619047159768080e-01,0.000000000000000000e+00
5.540000000000000480e-01,2.195269093477102640e+00,6.937864376269049504e-01,4.481954148837209717e-03,5.585563319069768440e-01,0.000000000000000000e+00
5.560000000000000497e-01,2.206585733611134081e+00,6.977864376269049540e-01,4.498134488724708259e-03,5.598507590979766579e-01,0.000000000000000000e+00
5.580000000000000515e-01,2.217977774522401635e+00,7.017864376269049576e-01,4.514314828612207668e-03,5.611451862889766939e-01,0.000000000000000000e+00
5.600000000000000533e-01,2.229446462585139344e+00,7.057864376269049611e-01,4.530495168499706210e-03,5.624396134799765079e-01,0.000000000000000000e+00
5.620000000000000551e-01,2.240993066938409051e+00,7.097864376269049647e-01,4.546675508387205619e-03,5.637340406709764329e-01,0.000000000000000000e+00
5.640000000000000568e-01,2.252618880008227631e+00,7.137864376269049682e-01,4.562855848274704161e-03,5.650284678619763579e-01,0.000000000000000000e+00
5.660000000000000586e-01,2.264325218044132004e+00,7.177864376269049718e-01,4.579036188162203570e-03,5.663228950529762828e-01,0.000000000000000000e+00
5.680000000000000604e-01,2.276113421670651338e+00,7.217864376269049753e-01,4.595216528049702112e-03,5.676173222439762078e-01,0.000000000000000000e+00
5.700000000000000622e-01,2.287984856454165605e+00,7.257864376269049789e-01,4.611396867937201521e-03,5.689117494349761328e-01,0.000000000000000000e+00
5.720000000000000639e-01,2.299940913485662541e+00,7.297864376269049824e-01,4.627577207824700063e-03,5.702061766259760578e-01,0.000000000000000000e+00
5.740000000000000657e-01,2.311983009979900583e+00,7.337864376269049860e-01,4.643757547712199472e-03,5.715006038169758718e-01,0.000000000000000000e+00
5.760000000000000675e-01,2.324112589891541791e+00,7.377864376269049895e-01,4.659937887599698014e-03,5.727950310079759078e-01,0.000000000000000000e+00
5.779999999999999583e-01,2.336331124548795213e+00,7.417864376269047710e-01,4.676118227487195689e-03,5.740894581989757217e-01,0.000000000000000000e+00
5.799999999999999600e-01,2.348640113305171084e+00,7.457864376269047746e-01,4.692298567374695098e-03,5.753838853899756467e-01,0.000000000000000000e+00
5.819999999999999618e-01,2.361041084209937857e+00,7.497864376269047781e-01,4.708478907262194507e-03,5.766783125809755717e-01,0.000000000000000000e+00
5.839999999999999636e-01,2.373535594697928630e+00,7.537864376269047817e-01,4.724659247149693049e-03,5.779727397719753856e-01,0.000000000000000000e+00
5.859999999999999654e-01,2.386125232299334709e+00,7.577864376269047852e-01,4.740839587037192458e-03,5.792671669629754216e-01,0.000000000000000000e+00
5.879999999999999671e-01,2.398811615370176842e+00,7.617864376269047888e-01,4.757019926924691000e-03,5.805615941539752356e-01,0.000000000000000000e+00
5.899999999999999689e-01,2.411596393844154473e+00,7.657864376269047924e-01,4.773200266812189542e-03,5.818560213449752716e-01,0.000000000000000000e+00
5.919999999999999707e-01,2.424481250006607080e+00,7.697864376269047959e-01,4.789380606699688951e-03,5.831504485359750856e-01,0.000000000000000000e+00
5.939999999999999725e-01,2.437467899291354989e+00,7.737864376269047995e-01,4.805560946587188360e-03,5.844448757269751216e-01,0.000000000000000000e+00
5.959999999999999742e-01,2.450558091101204372e+00,7.777864376269048030e-01,4.821741286474686902e-03,5.857393029179749355e-01,0.000000000000000000e+00
5.979999999999999760e-01,2.463753609652947762e+00,7.817864376269048066e-01,4.837921626362186311e-03,5.870337301089749715e-01,0.000000000000000000e+00
5.999999999999999778e-01,2.477056274847714068e+00,7.857864376269048101e-01,4.854101966249684853e-03,5.883281572999747855e-01,0.000000000000000000e+00
6.019999999999999796e-01,2.490467943167558040e+00,7.897864376269048137e-01,4.870282306137183395e-03,5.896225844909747105e-01,0.000000000000000000e+00
6.039999999999999813e-01,2.503990508599224007e+00,7.937864376269048172e-01,4.886462646024682804e-03,5.909170116819746355e-01,0.000000000000000000e+00
6.059999999999999831e-01,2.517625903586039104e+00,7.977864376269048208e-01,4.902642985912182214e-03,5.922114388729745604e-01,0.000000000000000000e+00
6.079999999999999849e-01,2.531376100008948971e+00,8.017864376269048243e-01,4.918823325799680755e-03,5.935058660639744854e-01,0.000000000000000000e+00
6.099999999999999867e-01,2.545243110197739966e+00,8.057864376269048279e-01,4.935003665687180165e-03,5.948002932549744104e-01,0.000000000000000000e+00
6.119999999999999885e-01,2.559228987973534153e+00,8.097864376269048314e-01,4.951184005574678706e-03,5.960947204459743354e-01,0.000000000000000000e+00
6.139999999999999902e-01,2.573335829723694346e+00,8.137864376269048350e-01,4.967364345462177248e-03,5.973891476369741493e-01,0.000000000000000000e+00
6.159999999999999920e-01,2.587565775510319632e+00,8.177864376269048385e-01,4.983544685349676658e-03,5.986835748279741853e-01,0.000000000000000000e+00
6.179999999999999938e-01,2.601921010213564145e+00,8.217864376269048421e-01,4.999725025237176067e-03,5.999780020189739993e-01,0.000000000000000000e+00
6.199999999999999956e-01,2.616403764711058955e+00,8.257864376269048456e-01,4.290943725152285976e-02,3.912893218813452423e-01,1.000000000000000000e+00
6.219999999999999973e-01,2.631016317094776014e+00,8.297864376269048492e-01,4.295743725152285919e-02,3.914893218813452758e-01,1.000000000000000000e+00
6.239999999999999991e-01,2.645760993926729032e+00,8.337864376269048527e-01,4.300543725152285862e-02,3.916893218813452537e-01,1.000000000000000000e+00
6.260000000000000009e-01,2.660640171534965237e+00,8.377864376269048563e-01,4.305343725152286499e-02,3.918893218813452872e-01,1.000000000000000000e+00
6.280000000000000027e-01,2.675656277351359691e+00,8.417864376269048599e-01,4.310143725152285749e-02,3.920893218813452652e-01,1.000000000000000000e+00
6.300000000000000044e-01,2.690811791292802457e+00,8.457864376269048634e-01,4.314943725152285692e-02,3.922893218813452432e-01,1.000000000000000000e+00
6.320000000000000062e-01,2.706109247187418188e+00,8.497864376269048670e-01,4.319743725152285635e-02,3.924893218813452767e-01,1.000000000000000000e+00
6.340000000000000080e-01,2.721551234247554518e+00,8.537864376269048705e-01,4.324543725152286272e-02,3.926893218813452546e-01,1.000000000000000000e+00
6.360000000000000098e-01,2.737140398591324075e+00,8.577864376269048741e-01,4.329343725152286215e-02,3.928893218813452881e-01,1.000000000000000000e+00
6.380000000000000115e-01,2.752879444814588794e+00,8.617864376269048776e-01,4.334143725152285465e-02,3.930893218813452661e-01,1.000000000000000000e+00
6.400000000000000133e-01,2.768771137615339217e+00,8.657864376269048812e-01,4.338943725152286102e-02,3.932893218813452441e-01,1.000000000000000000e+00
6.420000000000000151e-01,2.784818303472528900e+00,8.697864376269048847e-01,4.343743725152286045e-02,3.934893218813452775e-01,1.000000000000000000e+00
6.440000000000000169e-01,2.801023832381490219e+00,8.737864376269048883e-01,4.348543725152285988e-02,3.936893218813452555e-01,1.000000000000000000e+00
6.460000000000000187e-01,2.817390679648185792e+00,8.777864376269048918e-01,4.353343725152285931e-02,3.938893218813452890e-01,1.000000000000000000e+00
6.480000000000000204e-01,2.833921867744622514e+00,8.817864376269048954e-01,4.358143725152285874e-02,3.940893218813452670e-01,1.000000000000000000e+00
6.500000000000000222e-01,2.850620488227880944e+00,8.857864376269048989e-01,4.362943725152285818e-02,3.942893218813452449e-01,1.000000000000000000e+00
6.520000000000000240e-01,2.867489703725320638e+00,8.897864376269049025e-01,4.367743725152285761e-02,3.944893218813452784e-01,1.000000000000000000e+00
6.540000000000000258e-01,2.884532749988632627e+00,8.937864376269049060e-01,4.372543725152286398e-02,3.946893218813452564e-01,1.000000000000000000e+00
6.560000000000000275e-01,2.901752938019547479e+00,8.977864376269049096e-01,4.377343725152286341e-02,3.948893218813452899e-01,1.000000000000000000e+00
6.580000000000000293e-01,2.919153656270127684e+00,9.017864376269049131e-01,4.382143725152285590e-02,3.950893218813452679e-01,1.000000000000000000e+00
6.600000000000000311e-01,2.936738372920721041e+00,9.057864376269049167e-01,4.386943725152285534e-02,3.952893218813452458e-01,1.000000000000000000e+00
6.620000000000000329e-01,2.954510638238783127e+00,9.097864376269049203e-01,4.391743725152286171e-02,3.954893218813452793e-01,1.000000000000000000e+00
6.640000000000000346e-01,2.972474087021947042e+00,9.137864376269049238e-01,4.396543725152286114e-02,3.956893218813452573e-01,1.000000000000000000e+00
6.660000000000000364e-01,2.990632441128867391e+00,9.177864376269049274e-01,4.401343725152286057e-02,3.958893218813452908e-01,1.000000000000000000e+00
6.680000000000000382e-01,3.008989512101539532e+00,9.217864376269049309e-01,4.406143725152286000e-02,3.960893218813452687e-01,1.000000000000000000e+00
6.700000000000000400e-01,3.027549203882978102e+00,9.257864376269049345e-01,4.410943725152285944e-02,3.962893218813452467e-01,1.000000000000000000e+00
6.720000000000000417e-01,3.046315515634318238e+00,9.297864376269049380e-01,4.415743725152285887e-02,3.964893218813452802e-01,1.000000000000000000e+00
6.740000000000000435e-01,3.065292544655619622e+00,9.337864376269049416e-01,4.420543725152285830e-02,3.966893218813452582e-01,1.000000000000000000e+00
6.760000000000000453e-01,3.084484489414844433e+00,9.377864376269049451e-01,4.425343725152286467e-02,3.968893218813452917e-01,1.000000000000000000e+00
6.780000000000000471e-01,3.103895652689718787e+00,9.417864376269049487e-01,4.430143725152285716e-02,3.970893218813452696e-01,1.000000000000000000e+00
6.800000000000000488e-01,3.123530444827409713e+00,9.457864376269049522e-01,4.434943725152285660e-02,3.972893218813452476e-01,1.000000000000000000e+00
6.820000000000000506e-01,3.143393387127216609e+00,9.497864376269049558e-01,4.439743725152286297e-02,3.974893218813452811e-01,1.000000000000000000e+00
6.840000000000000524e-01,3.163489115351711067e+00,9.537864376269049593e-01,4.444543725152286240e-02,3.976893218813452591e-01,1.000000000000000000e+00
6.860000000000000542e-01,3.183822383372065357e+00,9.577864376269049629e-01,4.449343725152286183e-02,3.978893218813452926e-01,1.000000000000000000e+00
6.880000000000000560e-01,3.204398066953584312e+00,9.617864376269049664e-01,4.454143725152286126e-02,3.980893218813452705e-01,1.000000000000000000e+00
6.900000000000000577e-01,3.225221167687775115e+00,9.657864376269049700e-01,4.458943725152286069e-02,3.982893218813452485e-01,1.000000000000000000e+00
6.920000000000000595e-01,3.246296817077610530e+00,9.697864376269049735e-01,4.463743725152286013e-02,3.984893218813452820e-01,1.000000000000000000e+00
6.940000000000000613e-01,3.267630280783007102e+00,9.737864376269049771e-01,4.468543725152285956e-02,3.986893218813452600e-01,1.000000000000000000e+00
6.960000000000000631e-01,3.289226963033875517e+00,9.777864376269049806e-01,4.473343725152286593e-02,3.988893218813452934e-01,1.000000000000000000e+00
6.980000000000000648e-01,3.311092411218536924e+00,9.817864376269049842e-01,4.478143725152285842e-02,3.990893218813452714e-01,1.000000000000000000e+00
7.000000000000000666e-01,3.333232320655667102e+00,9.857864376269049878e-01,4.482943725152285785e-02,3.992893218813452494e-01,1.000000000000000000e+00
7.020000000000000684e-01,3.355652539558403369e+00,9.897864376269049913e-01,4.487743725152286423e-02,3.994893218813452829e-01,1.000000000000000000e+00
7.039999999999999591e-01,3.378359074199695833e+00,9.937864376269047728e-01,4.492543725152285672e-02,3.996893218813452608e-01,1.000000000000000000e+00
7.059999999999999609e-01,3.401358094288496670e+00,9.977864376269047764e-01,4.497343725152285615e-02,3.998893218813452388e-01,1.000000000000000000e+00
7.079999999999999627e-01,3.424655938566877555e+00,9.982135623730952201e-01,4.497856274847714803e-02,4.000893218813452723e-01,1.000000000000000000e+00
7.099999999999999645e-01,3.448259120638760056e+00,9.942135623730952165e-01,4.493056274847714165e-02,4.002893218813452503e-01,1.000000000000000000e+00
7.119999999999999662e-01,3.472174335041509075e+00,9.902135623730952130e-01,4.488256274847714222e-02,4.004893218813452838e-01,1.000000000000000000e+00
7.139999999999999680e-01,3.496408463572275860e+00,9.862135623730952094e-01,4.483456274847714279e-02,4.006893218813452617e-01,1.000000000000000000e+00
7.159999999999999698e-01,3.520968581881652071e+00,9.822135623730952059e-01,4.478656274847714336e-02,4.008893218813452397e-01,1.000000000000000000e+00
7.179999999999999716e-01,3.545861966347906069e+00,9.782135623730952023e-01,4.473856274847714393e-02,4.010893218813452732e-01,1.000000000000000000e+00
7.199999999999999734e-01,3.571096101245827992e+00,9.742135623730951988e-01,4.469056274847714449e-02,4.012893218813452512e-01,1.000000000000000000e+00
7.219999999999999751e-01,3.596678686225022403e+00,9.702135623730951952e-01,4.464256274847714506e-02,4.014893218813452846e-01,1.000000000000000000e+00
7.239999999999999769e-01,3.622617644113342639e+00,9.662135623730951917e-01,4.459456274847713869e-02,4.016893218813452626e-01,1.000000000000000000e+00
7.259999999999999787e-01,3.648921129062083768e+00,9.622135623730951881e-01,4.454656274847714620e-02,4.018893218813452406e-01,1.000000000000000000e+00
7.279999999999999805e-01,3.675597535050520115e+00,9.582135623730951846e-01,4.449856274847714677e-02,4.020893218813452741e-01,1.000000000000000000e+00
7.299999999999999822e-01,3.702655504768422201e+00,9.542135623730951810e-01,4.445056274847714040e-02,4.022893218813452521e-01,1.000000000000000000e+00
7.319999999999999840e-01,3.730103938896300431e+00,9.502135623730951774e-01,4.440256274847714096e-02,4.024893218813452855e-01,1.000000000000000000e+00
7.339999999999999858e-01,3.757952005804304996e+00,9.462135623730951739e-01,4.435456274847714153e-02,4.026893218813452635e-01,1.000000000000000000e+00
7.359999999999999876e-01,3.786209151691983354e+00,9.422135623730951703e-01,4.430656274847714904e-02,4.028893218813452415e-01,1.000000000000000000e+00
7.379999999999999893e-01,3.814885111192459100e+00,9.382135623730951668e-01,4.425856274847714267e-02,4.030893218813452750e-01,1.000000000000000000e+00
7.399999999999999911e-01,3.843989918466026445e+00,9.342135623730951632e-01,4.421056274847714324e-02,4.032893218813452529e-01,1.000000000000000000e+00
7.419999999999999929e-01,3.873533918809735077e+00,9.302135623730951597e-01,4.416256274847714380e-02,4.034893218813452864e-01,1.000000000000000000e+00
7.439999999999999947e-01,3.903527780811165471e+00,9.262135623730951561e-01,4.411456274847713743e-02,4.036893218813452644e-01,1.000000000000000000e+00
7.459999999999999964e-01,3.933982509076405787e+00,9.222135623730951526e-01,4.406656274847714494e-02,4.038893218813452424e-01,1.000000000000000000e+00
7.479999999999999982e-01,3.964909457564118611e+00,9.182135623730951490e-01,4.401856274847714551e-02,4.040893218813452759e-01,1.000000000000000000e+00
7.500000000000000000e-01,3.996320343559642385e+00,9.142135623730951455e-01,4.397056274847714608e-02,4.042893218813452538e-01,1.000000000000000000e+00
7.520000000000000018e-01,4.028227262325263958e+00,9.102135623730951419e-01,4.392256274847713970e-02,4.044893218813452873e-01,1.000000000000000000e+00
7.540000000000000036e-01,4.060642702465131926e+00,9.062135623730951384e-01,4.387456274847714027e-02,4.046893218813452653e-01,1.000000000000000000e+00
7.560000000000000053e-01,4.093579562045824183e+00,9.022135623730951348e-01,4.382656274847714778e-02,4.048893218813452433e-01,1.000000000000000000e+00
7.580000000000000071e-01,4.127051165516290254e+00,8.982135623730951313e-01,4.377856274847714141e-02,4.050893218813452767e-01,1.000000000000000000e+00
7.600000000000000089e-01,4.161071281473771144e+00,8.942135623730951277e-01,4.373056274847714198e-02,4.052893218813452547e-01,1.000000000000000000e+00
7.620000000000000107e-01,4.195654141325504405e+00,8.902135623730951242e-01,4.368256274847714254e-02,4.054893218813452882e-01,1.000000000000000000e+00
7.640000000000000124e-01,4.230814458899310182e+00,8.862135623730951206e-01,4.363456274847714311e-02,4.056893218813452662e-01,1.000000000000000000e+00
7.660000000000000142e-01,4.266567451059855465e+00,8.822135623730951171e-01,4.358656274847714368e-02,4.058893218813452441e-01,1.000000000000000000e+00
7.680000000000000160e-01,4.302928859391281335e+00,8.782135623730951135e-01,4.353856274847714425e-02,4.060893218813452776e-01,1.000000000000000000e+00
7.700000000000000178e-01,4.339914973011088861e+00,8.742135623730951099e-01,4.349056274847714482e-02,4.062893218813452556e-01,1.000000000000000000e+00
7.720000000000000195e-01,4.377542652584760496e+00,8.702135623730951064e-01,4.344256274847713845e-02,4.064893218813452891e-01,1.000000000000000000e+00
